example_index,task_id,op_type,condition,website,confirmed_task
968,d10c0099-16f1-4bee-bab4-a2a143ea0fd3,CLICK,Outcome-Aware,shopping.google,"Create a product collection called ""Future Birthday Gifts"""
969,d10c0099-16f1-4bee-bab4-a2a143ea0fd3,TYPE,Outcome-Aware,shopping.google,"Create a product collection called ""Future Birthday Gifts"""
970,d10c0099-16f1-4bee-bab4-a2a143ea0fd3,CLICK,Outcome-Aware,shopping.google,"Create a product collection called ""Future Birthday Gifts"""
971,d57b93a0-c0bc-47e7-9c45-4ff93958fd68,CLICK,Outcome-Aware,shopping.google,Find electric coffee grinders and filter the results to show only those with a capacity of 4 - 6.4 oz
972,d57b93a0-c0bc-47e7-9c45-4ff93958fd68,TYPE,Outcome-Aware,shopping.google,Find electric coffee grinders and filter the results to show only those with a capacity of 4 - 6.4 oz
973,d57b93a0-c0bc-47e7-9c45-4ff93958fd68,CLICK,Outcome-Aware,shopping.google,Find electric coffee grinders and filter the results to show only those with a capacity of 4 - 6.4 oz
974,d57b93a0-c0bc-47e7-9c45-4ff93958fd68,CLICK,Outcome-Aware,shopping.google,Find electric coffee grinders and filter the results to show only those with a capacity of 4 - 6.4 oz
975,4e1e4c8a-fc1f-43e2-ac6a-a63e6b121c40,CLICK,Outcome-Aware,macys,Show me the list of kitchen products made of aluminum on sale.
976,4e1e4c8a-fc1f-43e2-ac6a-a63e6b121c40,CLICK,Outcome-Aware,macys,Show me the list of kitchen products made of aluminum on sale.
977,4e1e4c8a-fc1f-43e2-ac6a-a63e6b121c40,CLICK,Outcome-Aware,macys,Show me the list of kitchen products made of aluminum on sale.
978,4e1e4c8a-fc1f-43e2-ac6a-a63e6b121c40,CLICK,Outcome-Aware,macys,Show me the list of kitchen products made of aluminum on sale.
979,47efde90-81c4-4845-ab07-1eb8e7a9d11a,CLICK,Outcome-Aware,bestbuy,Add a $50 Uber gift card to the cart
980,47efde90-81c4-4845-ab07-1eb8e7a9d11a,CLICK,Outcome-Aware,bestbuy,Add a $50 Uber gift card to the cart
981,47efde90-81c4-4845-ab07-1eb8e7a9d11a,CLICK,Outcome-Aware,bestbuy,Add a $50 Uber gift card to the cart
982,47efde90-81c4-4845-ab07-1eb8e7a9d11a,CLICK,Outcome-Aware,bestbuy,Add a $50 Uber gift card to the cart
983,6accc593-0fed-47f4-a021-42eed5f94ee7,CLICK,Outcome-Aware,macys,"Purchase a Macy's E-Gift Card worth $50 with birthday wish message ""Happy birthday, wish you many more years to come"" to christene (christenson@gmail.com) from Shak"
984,6accc593-0fed-47f4-a021-42eed5f94ee7,CLICK,Outcome-Aware,macys,"Purchase a Macy's E-Gift Card worth $50 with birthday wish message ""Happy birthday, wish you many more years to come"" to christene (christenson@gmail.com) from Shak"
985,6accc593-0fed-47f4-a021-42eed5f94ee7,CLICK,Outcome-Aware,macys,"Purchase a Macy's E-Gift Card worth $50 with birthday wish message ""Happy birthday, wish you many more years to come"" to christene (christenson@gmail.com) from Shak"
986,6accc593-0fed-47f4-a021-42eed5f94ee7,CLICK,Outcome-Aware,macys,"Purchase a Macy's E-Gift Card worth $50 with birthday wish message ""Happy birthday, wish you many more years to come"" to christene (christenson@gmail.com) from Shak"
987,6accc593-0fed-47f4-a021-42eed5f94ee7,CLICK,Outcome-Aware,macys,"Purchase a Macy's E-Gift Card worth $50 with birthday wish message ""Happy birthday, wish you many more years to come"" to christene (christenson@gmail.com) from Shak"
988,6accc593-0fed-47f4-a021-42eed5f94ee7,CLICK,Outcome-Aware,macys,"Purchase a Macy's E-Gift Card worth $50 with birthday wish message ""Happy birthday, wish you many more years to come"" to christene (christenson@gmail.com) from Shak"
989,6accc593-0fed-47f4-a021-42eed5f94ee7,TYPE,Outcome-Aware,macys,"Purchase a Macy's E-Gift Card worth $50 with birthday wish message ""Happy birthday, wish you many more years to come"" to christene (christenson@gmail.com) from Shak"
990,6accc593-0fed-47f4-a021-42eed5f94ee7,TYPE,Outcome-Aware,macys,"Purchase a Macy's E-Gift Card worth $50 with birthday wish message ""Happy birthday, wish you many more years to come"" to christene (christenson@gmail.com) from Shak"
991,6accc593-0fed-47f4-a021-42eed5f94ee7,TYPE,Outcome-Aware,macys,"Purchase a Macy's E-Gift Card worth $50 with birthday wish message ""Happy birthday, wish you many more years to come"" to christene (christenson@gmail.com) from Shak"
992,6accc593-0fed-47f4-a021-42eed5f94ee7,TYPE,Outcome-Aware,macys,"Purchase a Macy's E-Gift Card worth $50 with birthday wish message ""Happy birthday, wish you many more years to come"" to christene (christenson@gmail.com) from Shak"
993,6accc593-0fed-47f4-a021-42eed5f94ee7,CLICK,Outcome-Aware,macys,"Purchase a Macy's E-Gift Card worth $50 with birthday wish message ""Happy birthday, wish you many more years to come"" to christene (christenson@gmail.com) from Shak"
994,924476f8-37f9-42e2-bedf-64eeac0ce8b6,CLICK,Outcome-Aware,macys,Shop for 2020 made dry red wine made in Italy priced between 15-20 dollars and add 5 bottles to the cart.
995,924476f8-37f9-42e2-bedf-64eeac0ce8b6,CLICK,Outcome-Aware,macys,Shop for 2020 made dry red wine made in Italy priced between 15-20 dollars and add 5 bottles to the cart.
996,924476f8-37f9-42e2-bedf-64eeac0ce8b6,CLICK,Outcome-Aware,macys,Shop for 2020 made dry red wine made in Italy priced between 15-20 dollars and add 5 bottles to the cart.
997,924476f8-37f9-42e2-bedf-64eeac0ce8b6,CLICK,Outcome-Aware,macys,Shop for 2020 made dry red wine made in Italy priced between 15-20 dollars and add 5 bottles to the cart.
998,924476f8-37f9-42e2-bedf-64eeac0ce8b6,CLICK,Outcome-Aware,macys,Shop for 2020 made dry red wine made in Italy priced between 15-20 dollars and add 5 bottles to the cart.
999,924476f8-37f9-42e2-bedf-64eeac0ce8b6,CLICK,Outcome-Aware,macys,Shop for 2020 made dry red wine made in Italy priced between 15-20 dollars and add 5 bottles to the cart.
1000,924476f8-37f9-42e2-bedf-64eeac0ce8b6,CLICK,Outcome-Aware,macys,Shop for 2020 made dry red wine made in Italy priced between 15-20 dollars and add 5 bottles to the cart.
1001,924476f8-37f9-42e2-bedf-64eeac0ce8b6,CLICK,Outcome-Aware,macys,Shop for 2020 made dry red wine made in Italy priced between 15-20 dollars and add 5 bottles to the cart.
1002,924476f8-37f9-42e2-bedf-64eeac0ce8b6,CLICK,Outcome-Aware,macys,Shop for 2020 made dry red wine made in Italy priced between 15-20 dollars and add 5 bottles to the cart.
1003,924476f8-37f9-42e2-bedf-64eeac0ce8b6,CLICK,Outcome-Aware,macys,Shop for 2020 made dry red wine made in Italy priced between 15-20 dollars and add 5 bottles to the cart.
1004,924476f8-37f9-42e2-bedf-64eeac0ce8b6,CLICK,Outcome-Aware,macys,Shop for 2020 made dry red wine made in Italy priced between 15-20 dollars and add 5 bottles to the cart.
1005,924476f8-37f9-42e2-bedf-64eeac0ce8b6,CLICK,Outcome-Aware,macys,Shop for 2020 made dry red wine made in Italy priced between 15-20 dollars and add 5 bottles to the cart.
1006,924476f8-37f9-42e2-bedf-64eeac0ce8b6,CLICK,Outcome-Aware,macys,Shop for 2020 made dry red wine made in Italy priced between 15-20 dollars and add 5 bottles to the cart.
1007,85d6d6f1-6a30-4c61-9d8c-59c25f4043f4,CLICK,Outcome-Aware,shopping.google,Look for a White PlayStation 5 Console and save it
1008,85d6d6f1-6a30-4c61-9d8c-59c25f4043f4,CLICK,Outcome-Aware,shopping.google,Look for a White PlayStation 5 Console and save it
1009,8a1cda91-fc7a-419e-bbc1-9c7363ea15c7,CLICK,Outcome-Aware,shopping.google,Find wireless earbuds by Samsung and sort the results by Review Score.
1010,8a1cda91-fc7a-419e-bbc1-9c7363ea15c7,TYPE,Outcome-Aware,shopping.google,Find wireless earbuds by Samsung and sort the results by Review Score.
1011,8a1cda91-fc7a-419e-bbc1-9c7363ea15c7,CLICK,Outcome-Aware,shopping.google,Find wireless earbuds by Samsung and sort the results by Review Score.
1012,8a1cda91-fc7a-419e-bbc1-9c7363ea15c7,CLICK,Outcome-Aware,shopping.google,Find wireless earbuds by Samsung and sort the results by Review Score.
1013,8a1cda91-fc7a-419e-bbc1-9c7363ea15c7,CLICK,Outcome-Aware,shopping.google,Find wireless earbuds by Samsung and sort the results by Review Score.
1014,8a1cda91-fc7a-419e-bbc1-9c7363ea15c7,CLICK,Outcome-Aware,shopping.google,Find wireless earbuds by Samsung and sort the results by Review Score.
1015,99205f1e-ec10-4780-9931-8a90fedad4a9,TYPE,Outcome-Aware,shopping.google,Compare prices for a Samsung Galaxy S22
1016,99205f1e-ec10-4780-9931-8a90fedad4a9,CLICK,Outcome-Aware,shopping.google,Compare prices for a Samsung Galaxy S22
1017,99205f1e-ec10-4780-9931-8a90fedad4a9,CLICK,Outcome-Aware,shopping.google,Compare prices for a Samsung Galaxy S22
1018,99205f1e-ec10-4780-9931-8a90fedad4a9,CLICK,Outcome-Aware,shopping.google,Compare prices for a Samsung Galaxy S22
